rentalline_id,transaction_id,inventory_id,line_price,vat
24624,38416,11966,7.50,1.50
24625,6529,8082,15.00,3.00
24626,34831,13267,60.00,12.00
24627,37666,9214,40.00,8.00
24628,32854,12648,15.00,3.00
24629,6355,8542,15.00,3.00
24630,27799,13057,24.00,4.80
24631,35944,12565,24.00,4.80
24632,25056,8549,90.00,18.00
24633,29328,11014,18.00,3.60
24634,24132,10534,54.00,10.80
24635,26449,4071,9.00,1.80
24636,27534,13884,27.00,5.40
24637,11240,2849,24.00,4.80
24638,27427,11566,4.00,0.80
24639,38832,11692,66.00,13.20
24640,13580,9335,10.00,2.00
24641,18380,14962,18.00,3.60
24642,23457,13754,18.00,3.60
24643,12943,2636,20.00,4.00
24644,13843,13765,20.00,4.00
24645,29157,3365,45.00,9.00
24646,33521,12652,36.00,7.20
24647,18157,1435,18.00,3.60
24648,29663,11704,24.00,4.80
24649,39049,7017,30.00,6.00
24650,2187,9733,35.00,7.00
24651,25769,5068,18.00,3.60
24652,1758,142,15.00,3.00
24653,33363,975,30.00,6.00
24654,24357,12433,15.00,3.00
24655,5398,3243,10.00,2.00
24656,21544,986,12.00,2.40
24657,36458,10868,22.00,4.40
24658,24505,5348,10.00,2.00
24659,6278,3227,25.00,5.00
24660,23163,6769,6.00,1.20
24661,7751,3218,22.00,4.40
24662,14679,10489,5.00,1.00
24663,17005,2198,36.00,7.20
24664,24375,9159,90.00,18.00
24665,35579,12429,48.00,9.60
24666,16592,1812,4.00,0.80
24667,32723,6326,30.00,6.00
24668,18546,3947,12.00,2.40
24669,23806,3678,90.00,18.00
24670,22352,5785,4.00,0.80
24671,24661,14007,8.00,1.60
24672,3124,193,25.00,5.00
24673,4021,749,18.00,3.60
24674,32946,10774,12.00,2.40
24675,34722,7998,22.00,4.40
24676,25398,1250,16.00,3.20
24677,15120,2575,15.00,3.00
24678,16785,1788,45.00,9.00
24679,23564,9857,66.00,13.20
24680,5551,12032,12.00,2.40
24681,23772,7786,15.00,3.00
24682,39389,10575,45.00,9.00
24683,13336,3420,25.00,5.00
24684,14305,2281,8.00,1.60
24685,39531,9300,25.00,5.00
24686,4630,7034,16.00,3.20
24687,22140,6164,25.00,5.00
24688,38944,2636,60.00,12.00
24689,26034,12653,40.00,8.00
24690,30193,10413,50.00,10.00
24691,4495,11775,22.00,4.40
24692,1716,549,18.00,3.60
24693,1764,5025,22.00,4.40
24694,39496,693,8.00,1.60
24695,155,10173,105.00,21.00
24696,4336,4418,15.00,3.00
24697,24851,12942,6.00,1.20
24698,29947,1801,4.00,0.80
24699,14069,4364,16.00,3.20
24700,11048,8267,5.00,1.00
24701,16482,12866,18.00,3.60
24702,31894,6024,37.50,7.50
24703,5493,8692,18.00,3.60
24704,2402,11335,16.00,3.20
24705,31811,7350,32.00,6.40
24706,28831,2418,4.00,0.80
24707,30713,4522,8.00,1.60
24708,33189,3043,45.00,9.00
24709,29680,4850,10.00,2.00
24710,951,10948,15.00,3.00
24711,7963,659,6.00,1.20
24712,21983,6365,22.00,4.40
24713,26562,11248,10.00,2.00
24714,18167,11673,30.00,6.00
24715,22565,7798,9.00,1.80
24716,8586,6545,48.00,9.60
24717,21495,8258,12.00,2.40
24718,17563,7133,60.00,12.00
24719,1165,796,25.00,5.00
24720,24659,298,24.00,4.80
24721,7776,781,18.00,3.60
24722,28389,4870,5.00,1.00
24723,22099,12507,18.00,3.60
24724,32176,6683,54.00,10.80
24725,2436,11754,36.00,7.20
24726,4430,4231,24.00,4.80
24727,30761,13435,18.00,3.60
24728,1659,6388,5.00,1.00
24729,2217,13174,54.00,10.80
24730,17320,6984,4.00,0.80
24731,4199,7737,45.00,9.00
24732,9824,3347,4.00,0.80
24733,29781,12552,18.00,3.60
24734,18160,3786,66.00,13.20
24735,22009,12170,33.00,6.60
24736,25587,7187,33.00,6.60
24737,2253,9112,18.00,3.60
24738,20173,5178,24.00,4.80
24739,25029,2885,4.00,0.80
24740,30822,3021,4.00,0.80
24741,18554,13270,54.00,10.80
24742,37168,5316,6.00,1.20
24743,12117,1750,60.00,12.00
24744,32993,1630,24.00,4.80
24745,9367,11460,90.00,18.00
24746,36717,6990,66.00,13.20
24747,22506,14112,10.00,2.00
24748,31390,14186,36.00,7.20
24749,15214,7262,20.00,4.00
24750,39048,497,24.00,4.80
24751,32078,5461,30.00,6.00
24752,18881,14629,10.00,2.00
24753,37360,12386,8.00,1.60
24754,28592,222,27.00,5.40
24755,34195,3184,6.00,1.20
24756,20343,8198,12.00,2.40
24757,38698,224,18.00,3.60
24758,11513,634,5.00,1.00
24759,39975,3672,36.00,7.20
24760,30116,8586,66.00,13.20
24761,25661,3252,27.00,5.40
24762,23808,3988,35.00,7.00
24763,35136,1291,5.00,1.00
24764,10933,336,33.00,6.60
24765,6381,11592,15.00,3.00
24766,10755,5853,60.00,12.00
24767,26540,4401,7.50,1.50
24768,25180,693,12.00,2.40
24769,12441,11428,48.00,9.60
24770,8334,2010,15.00,3.00
24771,2330,13931,6.00,1.20
24772,3656,3723,6.00,1.20
24773,6295,2984,8.00,1.60
24774,36252,2731,35.00,7.00
24775,11600,4770,35.00,7.00
24776,33821,12738,8.00,1.60
24777,4732,2697,6.00,1.20
24778,28490,3969,30.00,6.00
24779,4039,8196,10.00,2.00
24780,29684,14631,2.00,0.40
24781,31206,6230,12.00,2.40
24782,34081,8531,8.00,1.60
24783,35356,5428,18.00,3.60
24784,33897,7168,12.00,2.40
24785,37645,3348,3.00,0.60
24786,15555,13586,36.00,7.20
24787,29150,7682,3.00,0.60
24788,28578,3531,18.00,3.60
24789,1921,14517,54.00,10.80
24790,24529,2957,10.00,2.00
24791,5861,2139,15.00,3.00
24792,30853,12981,54.00,10.80
24793,28203,1108,15.00,3.00
24794,38307,14802,24.00,4.80
24795,26007,11884,18.00,3.60
24796,8316,8186,4.00,0.80
24797,36535,12781,6.00,1.20
24798,21334,5798,12.00,2.40
24799,28060,11093,22.00,4.40
24800,29199,13590,25.00,5.00
24801,10968,5919,45.00,9.00
24802,32706,2041,22.00,4.40
24803,6944,4792,22.00,4.40
24804,28740,8844,30.00,6.00
24805,12196,11580,22.00,4.40
24806,22793,8180,22.00,4.40
24807,10343,6462,18.00,3.60
24808,30228,2715,3.00,0.60
24809,27514,14057,36.00,7.20
24810,6827,11871,15.00,3.00
24811,4720,13009,30.00,6.00
24812,26212,8566,30.00,6.00
24813,25824,1772,36.00,7.20
24814,28264,6491,10.00,2.00
24815,17858,97,15.00,3.00
24816,5775,6950,15.00,3.00
24817,18095,8854,30.00,6.00
24818,23403,4118,75.00,15.00
24819,16144,8798,30.00,6.00
24820,21723,9340,18.00,3.60
24821,35252,13809,8.00,1.60
24822,28580,2536,5.00,1.00
24823,26630,9432,10.00,2.00
24824,18805,12259,30.00,6.00
24825,38968,3723,6.00,1.20
24826,3042,94,16.00,3.20
24827,18258,4501,60.00,12.00
24828,30210,44,6.00,1.20
24829,27452,13727,30.00,6.00
24830,24612,12113,22.00,4.40
24831,29854,11347,20.00,4.00
24832,33158,10002,24.00,4.80
24833,28162,6552,54.00,10.80
24834,1020,2278,37.50,7.50
24835,15081,5008,36.00,7.20
24836,1910,13234,22.00,4.40
24837,515,10334,16.00,3.20
24838,2387,12542,4.50,0.90
24839,18710,4509,4.00,0.80
24840,12128,3563,12.00,2.40
24841,36828,8218,27.00,5.40
24842,1338,10136,20.00,4.00
24843,12039,5669,12.00,2.40
24844,31395,6076,18.00,3.60
24845,27111,2230,45.00,9.00
24846,15807,1014,27.00,5.40
24847,2341,1172,12.00,2.40
24848,6865,690,4.00,0.80
24849,17855,10805,4.00,0.80
24850,16645,2596,27.00,5.40
24851,25743,8586,44.00,8.80
24852,20815,14781,25.00,5.00
24853,35217,10488,8.00,1.60
24854,25280,11127,15.00,3.00
24855,20218,883,18.00,3.60
24856,24523,3027,4.00,0.80
24857,2440,11654,32.00,6.40
24858,12430,4386,75.00,15.00
24859,10816,3804,35.00,7.00
24860,18206,6019,18.00,3.60
24861,39379,1171,24.00,4.80
24862,26299,12743,35.00,7.00
24863,10756,2669,50.00,10.00
24864,26893,5055,30.00,6.00
24865,17448,12516,3.00,0.60
24866,39535,380,105.00,21.00
24867,37525,3919,15.00,3.00
24868,10359,415,5.00,1.00
24869,13862,1965,10.00,2.00
24870,27402,10446,6.00,1.20
24871,21902,13898,33.00,6.60
24872,33819,438,40.00,8.00
24873,35940,1102,37.50,7.50
24874,22867,1367,45.00,9.00
24875,17588,11911,12.00,2.40
24876,15300,3830,10.00,2.00
24877,17158,1617,20.00,4.00
24878,10872,11801,15.00,3.00
24879,21847,12379,15.00,3.00
24880,5871,12708,6.00,1.20
24881,18692,2807,22.00,4.40
24882,21436,9452,6.00,1.20
24883,3827,1964,24.00,4.80
24884,35272,5350,30.00,6.00
24885,28082,14165,12.00,2.40
24886,38096,2972,48.00,9.60
24887,1885,4129,8.00,1.60
24888,33989,6153,66.00,13.20
24889,22461,6754,40.00,8.00
24890,3112,12849,22.00,4.40
24891,37512,8506,52.50,10.50
24892,25721,10499,4.50,0.90
24893,11762,3416,4.50,0.90
24894,26131,14909,6.00,1.20
24895,33333,11509,8.00,1.60
24896,4281,6194,66.00,13.20
24897,2838,10438,5.00,1.00
24898,7783,5865,18.00,3.60
24899,33629,13321,15.00,3.00
24900,25864,10771,5.00,1.00
24901,30425,9491,18.00,3.60
24902,213,8380,60.00,12.00
24903,13703,13548,6.00,1.20
24904,28543,9396,10.00,2.00
24905,8129,14638,9.00,1.80
24906,35674,10445,40.00,8.00
24907,4216,11701,12.00,2.40
24908,8033,1821,12.00,2.40
24909,14423,10299,6.00,1.20
24910,13311,14245,15.00,3.00
24911,2154,6883,2.00,0.40
24912,3899,1189,8.00,1.60
24913,6869,4819,8.00,1.60
24914,23355,5039,18.00,3.60
24915,550,14461,44.00,8.80
24916,22542,1685,60.00,12.00
24917,26041,9671,7.50,1.50
24918,4076,14116,16.00,3.20
24919,22210,11095,36.00,7.20
24920,688,259,4.50,0.90
24921,769,7676,3.00,0.60
24922,30338,13712,16.00,3.20
24923,30862,9506,12.00,2.40
24924,8620,11966,5.00,1.00
24925,24500,9804,66.00,13.20
24926,21695,10394,37.50,7.50
24927,39966,13949,45.00,9.00
24928,27568,306,18.00,3.60
24929,22463,2580,3.00,0.60
24930,15864,9124,18.00,3.60
24931,25373,256,3.00,0.60
24932,3714,10221,10.00,2.00
24933,18917,1480,20.00,4.00
24934,7659,13962,10.00,2.00
24935,38895,14235,54.00,10.80
24936,5447,3769,15.00,3.00
24937,33391,4820,105.00,21.00
24938,11772,3483,54.00,10.80
24939,29069,11564,16.00,3.20
24940,24072,3839,9.00,1.80
24941,32364,4446,16.00,3.20
24942,25283,1935,12.00,2.40
24943,28300,7184,25.00,5.00
24944,23333,14734,8.00,1.60
24945,5125,1363,24.00,4.80
24946,6301,9604,2.00,0.40
24947,3894,3180,18.00,3.60
24948,14897,11,15.00,3.00
24949,17902,12222,5.00,1.00
24950,39900,14044,22.00,4.40
24951,15949,1927,12.00,2.40
24952,25249,13449,24.00,4.80
24953,2959,6871,3.00,0.60
24954,19042,11916,30.00,6.00
24955,3812,8597,66.00,13.20
24956,37152,3192,52.50,10.50
24957,39895,3899,16.00,3.20
24958,37296,8182,36.00,7.20
24959,32676,8879,18.00,3.60
24960,15403,1872,70.00,14.00
24961,38321,603,12.00,2.40
24962,33808,3430,15.00,3.00
24963,3505,12594,9.00,1.80
24964,25173,7371,12.00,2.40
24965,552,7859,5.00,1.00
24966,37114,11144,30.00,6.00
24967,30842,11398,5.00,1.00
24968,11804,12026,25.00,5.00
24969,738,8724,16.00,3.20
24970,14822,7905,22.00,4.40
24971,1499,9929,10.00,2.00
24972,12810,10080,22.00,4.40
24973,32772,3342,50.00,10.00
24974,13397,7441,54.00,10.80
24975,29670,4667,8.00,1.60
24976,36387,7501,12.00,2.40
24977,7136,13925,6.00,1.20
24978,24633,5947,16.00,3.20
24979,1971,1061,45.00,9.00
24980,38036,5725,4.00,0.80
24981,11052,804,15.00,3.00
24982,37171,2257,2.00,0.40
24983,8387,2294,25.00,5.00
24984,12559,11789,54.00,10.80
24985,30337,303,10.00,2.00
24986,88,14703,24.00,4.80
24987,16118,8728,18.00,3.60
24988,28047,6333,45.00,9.00
24989,32191,10006,15.00,3.00
24990,18650,1708,6.00,1.20
24991,31007,4322,4.00,0.80
24992,31574,7194,12.00,2.40
24993,33901,7242,3.00,0.60
24994,38695,10120,22.00,4.40
24995,7120,11582,40.00,8.00
24996,9965,14753,4.00,0.80
24997,28547,605,25.00,5.00
24998,24232,11389,45.00,9.00
24999,21249,4601,9.00,1.80
25000,33335,11908,66.00,13.20
25001,25254,4589,36.00,7.20
25002,2242,5257,22.00,4.40
25003,32501,7521,35.00,7.00
25004,25400,9720,18.00,3.60
25005,731,7894,16.00,3.20
25006,8333,6155,60.00,12.00
25007,3932,4598,48.00,9.60
25008,34362,5154,18.00,3.60
25009,37157,11102,10.00,2.00
25010,29300,4762,12.00,2.40
25011,35761,3476,4.00,0.80
25012,17176,1644,25.00,5.00
25013,20894,3465,36.00,7.20
25014,32655,3432,37.50,7.50
25015,27006,12130,10.00,2.00
25016,22129,5239,52.50,10.50
25017,21197,13176,48.00,9.60
25018,32520,9793,12.00,2.40
25019,28556,13276,90.00,18.00
25020,7604,14609,8.00,1.60
25021,11948,10211,15.00,3.00
25022,2309,1980,12.00,2.40
25023,9283,1683,12.00,2.40
25024,14829,10265,5.00,1.00
25025,12678,14939,7.50,1.50
25026,34501,9938,6.00,1.20
25027,9290,13725,45.00,9.00
25028,30944,13052,66.00,13.20
25029,2047,5882,22.00,4.40
25030,38717,7086,3.00,0.60
25031,32441,3937,75.00,15.00
25032,12133,6307,54.00,10.80
25033,20770,4278,36.00,7.20
25034,18120,12963,30.00,6.00
25035,27220,9947,12.00,2.40
25036,22513,4316,44.00,8.80
25037,25511,12642,30.00,6.00
25038,1997,8334,37.50,7.50
25039,28122,116,20.00,4.00
25040,6839,6210,105.00,21.00
25041,5131,6726,27.00,5.40
25042,9212,5401,30.00,6.00
25043,11558,12387,9.00,1.80
25044,6178,9990,12.00,2.40
25045,21227,13957,25.00,5.00
25046,35747,1793,20.00,4.00
25047,740,4215,25.00,5.00
25048,38555,8197,52.50,10.50
25049,14559,112,15.00,3.00
25050,32026,9209,4.00,0.80
25051,2955,14294,66.00,13.20
25052,21450,10070,22.00,4.40
25053,5577,9981,18.00,3.60
25054,21184,12993,5.00,1.00
25055,29088,12907,8.00,1.60
25056,24516,14400,12.00,2.40
25057,32391,12270,12.00,2.40
25058,32901,4380,18.00,3.60
25059,35201,123,12.00,2.40
25060,34461,9710,50.00,10.00
25061,29233,1293,18.00,3.60
25062,4553,3279,10.00,2.00
25063,8883,11705,27.00,5.40
25064,2851,5767,36.00,7.20
25065,28532,4127,18.00,3.60
25066,22471,7066,8.00,1.60
25067,13071,171,12.00,2.40
25068,7975,4428,18.00,3.60
25069,33536,4883,54.00,10.80
25070,23724,9121,12.00,2.40
25071,10487,6402,8.00,1.60
25072,23655,11330,10.00,2.00
25073,39915,2958,3.00,0.60
25074,9189,1492,8.00,1.60
25075,38193,3144,4.00,0.80
25076,8002,14351,20.00,4.00
25077,26483,10924,12.00,2.40
25078,2208,1295,25.00,5.00
25079,6951,2795,36.00,7.20
25080,32424,9544,25.00,5.00
25081,3761,1773,20.00,4.00
25082,2211,820,16.00,3.20
25083,31286,1014,54.00,10.80
25084,1268,11187,24.00,4.80
25085,26592,4928,45.00,9.00
25086,16355,14978,22.00,4.40
25087,34469,5779,18.00,3.60
25088,3033,2014,45.00,9.00
25089,20329,10389,45.00,9.00
25090,17900,14287,20.00,4.00
25091,6198,1117,54.00,10.80
25092,20570,4459,75.00,15.00
25093,15035,7408,33.00,6.60
25094,5940,13583,18.00,3.60
25095,24539,3538,6.00,1.20
25096,38960,176,12.00,2.40
25097,16959,1984,4.00,0.80
25098,882,13474,12.00,2.40
25099,5568,10385,16.00,3.20
25100,32124,14547,3.00,0.60
25101,8808,85,4.00,0.80
25102,8310,6119,5.00,1.00
25103,1468,2141,50.00,10.00
25104,7446,261,10.00,2.00
25105,15492,14438,75.00,15.00
25106,8778,10385,24.00,4.80
25107,25612,14802,16.00,3.20
25108,12610,2173,24.00,4.80
25109,18911,8202,20.00,4.00
25110,5483,11827,27.00,5.40
25111,13036,1084,30.00,6.00
25112,34001,4535,22.50,4.50
25113,27442,6715,4.00,0.80
25114,27723,4691,105.00,21.00
25115,6306,4332,36.00,7.20
25116,29633,4056,22.00,4.40
25117,36985,11549,54.00,10.80
25118,26690,14389,5.00,1.00
25119,3236,13153,12.00,2.40
25120,13957,11387,12.00,2.40
25121,10748,9590,70.00,14.00
25122,10592,11659,16.00,3.20
25123,893,3087,12.00,2.40
25124,17583,1939,25.00,5.00
25125,10309,6304,24.00,4.80
25126,31381,13679,30.00,6.00
25127,15392,12340,18.00,3.60
25128,24708,14854,30.00,6.00
25129,14460,9939,25.00,5.00
25130,19008,12719,12.00,2.40
25131,27292,7832,54.00,10.80
25132,38739,1487,4.00,0.80
25133,7717,14908,20.00,4.00
25134,21542,5406,3.00,0.60
25135,11527,5830,10.00,2.00
25136,33204,716,24.00,4.80
25137,25846,3862,12.00,2.40
25138,34640,11777,25.00,5.00
25139,32958,10487,20.00,4.00
25140,36359,6014,36.00,7.20
25141,32312,1950,15.00,3.00
25142,25450,4110,6.00,1.20
25143,11968,11461,105.00,21.00
25144,1287,7558,30.00,6.00
25145,17800,13286,6.00,1.20
25146,24391,11579,10.00,2.00
25147,26130,10003,27.00,5.40
25148,3315,2095,30.00,6.00
25149,2236,11578,20.00,4.00
25150,13404,6253,3.00,0.60
25151,30427,14664,12.00,2.40
25152,11776,14130,25.00,5.00
25153,11711,8818,90.00,18.00
25154,1945,3735,60.00,12.00
25155,12339,309,24.00,4.80
25156,12514,1294,15.00,3.00
25157,4356,12101,30.00,6.00
25158,38156,10411,24.00,4.80
25159,28516,272,7.50,1.50
25160,6055,5513,4.00,0.80
25161,13046,8155,18.00,3.60
25162,10873,11139,10.00,2.00
25163,19934,1652,4.00,0.80
25164,27817,1699,75.00,15.00
25165,3229,372,5.00,1.00
25166,8845,48,15.00,3.00
25167,33803,13692,2.00,0.40
25168,28850,14754,18.00,3.60
25169,8019,272,5.00,1.00
25170,35772,11766,25.00,5.00
25171,2686,12577,4.00,0.80
25172,988,5935,6.00,1.20
25173,28407,11450,50.00,10.00
25174,31321,9572,30.00,6.00
25175,31155,4473,20.00,4.00
25176,8385,13807,25.00,5.00
25177,16055,7139,105.00,21.00
25178,5436,13937,18.00,3.60
25179,8906,10194,12.00,2.40
25180,39282,5409,18.00,3.60
25181,25417,1716,18.00,3.60
25182,36598,12704,4.00,0.80
25183,29828,11866,44.00,8.80
25184,28644,13715,66.00,13.20
25185,32246,11600,2.00,0.40
25186,35870,14782,18.00,3.60
25187,37596,11724,16.00,3.20
25188,27325,10539,45.00,9.00
25189,20184,14657,18.00,3.60
25190,4058,14724,36.00,7.20
25191,27249,11614,25.00,5.00
25192,2298,2349,6.00,1.20
25193,17367,5224,3.00,0.60
25194,35994,86,24.00,4.80
25195,22926,6514,4.00,0.80
25196,20939,2315,18.00,3.60
25197,5163,9513,6.00,1.20
25198,4564,5727,6.00,1.20
25199,23511,8466,5.00,1.00
25200,5848,2591,3.00,0.60
25201,18977,6271,12.00,2.40
25202,15976,2884,22.00,4.40
25203,8669,1701,8.00,1.60
25204,5212,3211,36.00,7.20
25205,32988,7364,30.00,6.00
25206,26265,3724,4.00,0.80
25207,37106,14040,27.00,5.40
25208,23737,9704,36.00,7.20
25209,31918,11612,22.00,4.40
25210,5987,12597,45.00,9.00
25211,38137,6901,45.00,9.00
25212,3381,2784,70.00,14.00
25213,28542,554,30.00,6.00
25214,23758,8096,37.50,7.50
25215,28513,1471,30.00,6.00
25216,22721,1607,16.00,3.20
25217,14919,11027,2.00,0.40
25218,24083,479,20.00,4.00
25219,6485,5891,24.00,4.80
25220,19197,278,90.00,18.00
25221,18020,11820,6.00,1.20
25222,39588,14144,75.00,15.00
25223,20173,12681,15.00,3.00
25224,11655,12143,33.00,6.60
25225,14936,14361,36.00,7.20
25226,11519,13396,48.00,9.60
25227,33299,3950,30.00,6.00
25228,38454,10577,25.00,5.00
25229,32315,14738,60.00,12.00
25230,28089,4075,44.00,8.80
25231,8270,2838,6.00,1.20
25232,12687,1487,3.00,0.60
25233,19490,3804,52.50,10.50
25234,21072,10908,15.00,3.00
25235,9318,1259,12.00,2.40
25236,23417,1726,24.00,4.80
25237,10316,13902,2.00,0.40
25238,35951,13566,20.00,4.00
25239,7563,3851,36.00,7.20
25240,23880,9876,66.00,13.20
25241,17342,3722,3.00,0.60
25242,19693,2429,90.00,18.00
25243,32834,6867,30.00,6.00
25244,33043,4632,3.00,0.60
25245,28906,8898,10.00,2.00
25246,21720,4929,33.00,6.60
25247,20302,2903,27.00,5.40
25248,22078,10583,22.00,4.40
25249,38517,3065,2.00,0.40
25250,18194,1870,5.00,1.00
25251,4507,3534,52.50,10.50
25252,7970,10083,50.00,10.00
25253,20652,7328,36.00,7.20
25254,17188,1359,20.00,4.00
25255,34581,11404,6.00,1.20
25256,31984,9112,18.00,3.60
25257,2072,13309,2.00,0.40
25258,19284,5579,30.00,6.00
25259,32550,2159,30.00,6.00
25260,18484,9114,35.00,7.00
25261,35013,846,18.00,3.60
25262,25697,12291,6.00,1.20
25263,36980,11816,44.00,8.80
25264,37528,10472,10.00,2.00
25265,26635,13049,3.00,0.60
25266,17701,912,9.00,1.80
25267,38608,14394,30.00,6.00
25268,29677,4804,6.00,1.20
25269,3189,14818,4.00,0.80
25270,6338,3205,30.00,6.00
25271,8862,6128,10.00,2.00
25272,3682,9843,18.00,3.60
25273,11626,2585,7.50,1.50
25274,15344,2602,6.00,1.20
25275,3395,14459,45.00,9.00
25276,27503,1138,32.00,6.40
25277,39661,6792,10.00,2.00
25278,25383,11557,6.00,1.20
25279,4032,14696,32.00,6.40
25280,24284,2093,2.00,0.40
25281,7076,8759,30.00,6.00
25282,36971,12726,15.00,3.00
25283,9576,459,50.00,10.00
25284,519,917,9.00,1.80
25285,25119,4458,6.00,1.20
25286,24055,12682,3.00,0.60
25287,1620,14421,8.00,1.60
25288,16388,6424,5.00,1.00
25289,3730,3017,25.00,5.00
25290,34939,8309,25.00,5.00
25291,38360,8185,4.00,0.80
25292,22643,14582,7.50,1.50
25293,23614,4314,4.50,0.90
25294,5156,6095,7.50,1.50
25295,10663,3072,8.00,1.60
25296,35187,13439,37.50,7.50
25297,9105,5223,16.00,3.20
25298,19371,3469,10.00,2.00
25299,21954,13949,30.00,6.00
25300,28474,13322,25.00,5.00
25301,32794,5968,66.00,13.20
25302,10803,7755,12.00,2.40
25303,33501,12675,18.00,3.60
25304,31103,14489,18.00,3.60
25305,15376,7508,48.00,9.60
25306,17946,3600,2.00,0.40
25307,22087,803,12.00,2.40
25308,13654,7464,20.00,4.00
25309,37678,10850,90.00,18.00
25310,29365,2974,37.50,7.50
25311,20220,7365,37.50,7.50
25312,32514,10225,36.00,7.20
25313,3572,4163,4.00,0.80
25314,24919,4245,12.00,2.40
25315,15532,4421,16.00,3.20
25316,15446,185,9.00,1.80
25317,29334,13435,12.00,2.40
25318,10917,10238,15.00,3.00
25319,25063,555,66.00,13.20
25320,3407,3460,18.00,3.60
25321,36517,14953,12.00,2.40
25322,29687,6505,45.00,9.00
25323,16576,1386,4.00,0.80
25324,36866,1721,22.00,4.40
25325,17839,650,2.00,0.40
25326,1738,3215,15.00,3.00
25327,25964,10479,6.00,1.20
25328,341,10291,12.00,2.40
25329,8310,5486,45.00,9.00
25330,15868,9743,30.00,6.00
25331,3695,719,15.00,3.00
25332,1388,2614,24.00,4.80
25333,11019,8722,30.00,6.00
25334,15816,5344,18.00,3.60
25335,31868,2304,4.00,0.80
25336,25307,8254,48.00,9.60
25337,5316,10798,6.00,1.20
25338,29539,14311,8.00,1.60
25339,16728,1439,35.00,7.00
25340,36491,12535,10.00,2.00
25341,15786,10623,40.00,8.00
25342,25423,11672,32.00,6.40
25343,19246,8435,4.00,0.80
25344,33720,5889,22.00,4.40
25345,7748,4845,45.00,9.00
25346,25080,4336,35.00,7.00
25347,18652,3972,6.00,1.20
25348,34699,12850,35.00,7.00
25349,34194,12626,35.00,7.00
25350,33562,535,25.00,5.00
25351,629,1813,20.00,4.00
25352,15541,2908,12.00,2.40
25353,33812,150,36.00,7.20
25354,29607,12342,22.00,4.40
25355,23361,12489,12.00,2.40
25356,35880,2115,27.00,5.40
25357,24389,12551,54.00,10.80
25358,8920,1623,25.00,5.00
25359,12292,4946,16.00,3.20
25360,31497,370,6.00,1.20
25361,17652,4899,52.50,10.50
25362,37718,14297,75.00,15.00
25363,32091,5999,18.00,3.60
25364,28248,8583,105.00,21.00
25365,10596,11484,18.00,3.60
25366,19251,4434,18.00,3.60
25367,22918,10699,22.00,4.40
25368,30305,6989,2.00,0.40
25369,37635,6346,50.00,10.00
25370,2789,9284,8.00,1.60
25371,26324,8797,6.00,1.20
25372,15989,13860,10.00,2.00
25373,8197,13861,48.00,9.60
25374,5659,8612,22.00,4.40
25375,4151,11885,54.00,10.80
25376,29592,48,15.00,3.00
25377,8817,9021,15.00,3.00
25378,23688,14783,25.00,5.00
25379,17373,7942,9.00,1.80
25380,22334,11505,12.00,2.40
25381,36133,5998,18.00,3.60
25382,16803,588,15.00,3.00
25383,10386,2854,36.00,7.20
25384,10374,11597,18.00,3.60
25385,5602,3923,12.00,2.40
25386,19312,11462,10.00,2.00
25387,17397,2517,12.00,2.40
25388,17229,2537,35.00,7.00
25389,13151,3609,3.00,0.60
25390,30324,8062,16.00,3.20
25391,12421,9934,6.00,1.20
25392,2218,7497,18.00,3.60
25393,36351,13128,45.00,9.00
25394,281,633,24.00,4.80
25395,10689,12494,30.00,6.00
25396,23869,1142,18.00,3.60
25397,12603,5343,6.00,1.20
25398,25769,1083,16.00,3.20
25399,13412,12308,15.00,3.00
25400,12161,8112,16.00,3.20
25401,36665,1639,54.00,10.80
25402,24699,2502,32.00,6.40
25403,34206,14491,24.00,4.80
25404,35761,3203,5.00,1.00
25405,27877,7162,3.00,0.60
25406,4512,5768,18.00,3.60
25407,9581,6488,20.00,4.00
25408,38964,5721,10.00,2.00
25409,36808,8595,33.00,6.60
25410,31590,5822,24.00,4.80
25411,4890,1701,4.00,0.80
25412,1627,1031,4.00,0.80
25413,1505,8037,60.00,12.00
25414,26230,5921,10.00,2.00
25415,30727,3270,18.00,3.60
25416,21615,2656,10.00,2.00
25417,24560,799,45.00,9.00
25418,13,580,2.00,0.40
25419,39224,12653,60.00,12.00
25420,5083,7460,44.00,8.80
25421,9255,14454,54.00,10.80
25422,29280,13025,18.00,3.60
25423,16699,10338,20.00,4.00
25424,14704,7572,35.00,7.00
25425,23682,14424,48.00,9.60
25426,31911,5063,3.00,0.60
25427,27101,5508,36.00,7.20
25428,6376,11647,30.00,6.00
25429,5792,1739,15.00,3.00
25430,35278,14559,5.00,1.00
25431,8661,2608,6.00,1.20
25432,22089,9408,33.00,6.60
25433,3016,6321,12.00,2.40
25434,9005,9639,6.00,1.20
25435,33184,12820,4.00,0.80
25436,10971,1086,52.50,10.50
25437,35360,12340,27.00,5.40
25438,20386,13340,33.00,6.60
25439,5157,6078,6.00,1.20
25440,33351,3628,10.00,2.00
25441,38547,10204,4.00,0.80
25442,28306,1300,16.00,3.20
25443,27855,7806,25.00,5.00
25444,3598,14165,18.00,3.60
25445,10073,1021,54.00,10.80
25446,7787,10027,4.00,0.80
25447,33976,7854,24.00,4.80
25448,22105,12294,16.00,3.20
25449,13195,9552,12.00,2.40
25450,27247,3904,40.00,8.00
