inventory_id,condition,status,equipment_id
4160,Excellent,Available,33
4161,Good,Maintenance,8
4162,Fair,Available,44
4163,Excellent,Available,57
4164,Fair,Available,72
4165,Excellent,Available,44
4166,Good,Rented,37
4167,Fair,Rented,73
4168,Good,Maintenance,41
4169,Excellent,Available,44
4170,Maintenance Required,Rented,78
4171,Fair,Available,32
4172,Fair,Rented,79
4173,Fair,Available,10
4174,Good,Available,56
4175,Excellent,Maintenance,35
4176,Good,Available,46
4177,Good,Available,51
4178,Maintenance Required,Available,34
4179,Maintenance Required,Maintenance,9
4180,Good,Rented,64
4181,Good,Rented,19
4182,Good,Available,45
4183,Excellent,Available,65
4184,Excellent,Rented,14
4185,Maintenance Required,Available,11
4186,Good,Available,32
4187,Fair,Available,8
4188,Excellent,Maintenance,37
4189,Good,Rented,39
4190,Excellent,Available,56
4191,Good,Available,3
4192,Maintenance Required,Maintenance,29
4193,Excellent,Available,70
4194,Excellent,Maintenance,9
4195,Maintenance Required,Rented,31
4196,Maintenance Required,Rented,53
4197,Maintenance Required,Available,60
4198,Fair,Rented,54
4199,Fair,Available,49
4200,Fair,Available,45
4201,Excellent,Available,80
4202,Excellent,Maintenance,33
4203,Fair,Available,43
4204,Excellent,Available,46
4205,Good,Rented,7
4206,Good,Maintenance,80
4207,Fair,Available,41
4208,Excellent,Maintenance,31
4209,Good,Available,80
4210,Good,Available,32
4211,Fair,Available,27
4212,Fair,Available,40
4213,Maintenance Required,Available,4
4214,Maintenance Required,Available,19
4215,Maintenance Required,Available,3
4216,Excellent,Rented,55
4217,Fair,Available,57
4218,Excellent,Available,41
4219,Maintenance Required,Rented,40
4220,Excellent,Rented,21
4221,Good,Available,37
4222,Maintenance Required,Maintenance,18
4223,Good,Available,59
4224,Fair,Available,23
4225,Fair,Rented,56
4226,Fair,Available,22
4227,Good,Available,5
4228,Good,Rented,47
4229,Excellent,Available,60
4230,Good,Maintenance,48
4231,Excellent,Maintenance,34
4232,Fair,Maintenance,76
4233,Excellent,Rented,46
4234,Excellent,Maintenance,43
4235,Fair,Rented,36
4236,Fair,Rented,38
4237,Fair,Available,33
4238,Excellent,Available,31
4239,Excellent,Available,34
4240,Fair,Available,22
4241,Maintenance Required,Rented,68
4242,Fair,Available,69
4243,Maintenance Required,Available,33
4244,Maintenance Required,Rented,9
4245,Fair,Available,77
4246,Fair,Rented,16
4247,Excellent,Maintenance,58
4248,Maintenance Required,Rented,30
4249,Fair,Available,19
4250,Excellent,Available,17
4251,Excellent,Rented,40
4252,Excellent,Rented,62
4253,Fair,Rented,31
4254,Good,Available,6
4255,Excellent,Available,53
4256,Excellent,Rented,39
4257,Good,Available,76
4258,Fair,Available,50
4259,Fair,Available,62
4260,Fair,Available,63
4261,Good,Available,23
4262,Maintenance Required,Rented,72
4263,Fair,Available,65
4264,Excellent,Rented,46
4265,Excellent,Available,51
4266,Maintenance Required,Available,46
4267,Fair,Rented,42
4268,Excellent,Rented,54
4269,Fair,Available,54
4270,Good,Rented,73
4271,Maintenance Required,Available,31
4272,Excellent,Available,53
4273,Fair,Available,73
4274,Maintenance Required,Available,16
4275,Good,Available,10
4276,Fair,Rented,76
4277,Good,Available,25
4278,Fair,Available,34
4279,Good,Available,66
4280,Maintenance Required,Available,51
4281,Good,Available,76
4282,Maintenance Required,Maintenance,19
4283,Fair,Maintenance,58
4284,Maintenance Required,Maintenance,50
4285,Maintenance Required,Maintenance,39
4286,Maintenance Required,Available,65
4287,Maintenance Required,Available,11
4288,Fair,Available,8
4289,Excellent,Available,64
4290,Maintenance Required,Maintenance,27
4291,Good,Available,24
4292,Excellent,Rented,73
4293,Good,Available,33
4294,Excellent,Available,1
4295,Fair,Rented,62
4296,Excellent,Available,76
4297,Maintenance Required,Available,63
4298,Excellent,Maintenance,14
4299,Maintenance Required,Available,65
4300,Excellent,Maintenance,60
4301,Fair,Available,47
4302,Excellent,Rented,50
4303,Good,Available,20
4304,Maintenance Required,Available,2
4305,Maintenance Required,Rented,45
4306,Fair,Rented,27
4307,Fair,Rented,59
4308,Fair,Available,80
4309,Fair,Available,78
4310,Fair,Available,1
4311,Good,Available,5
4312,Good,Available,61
4313,Good,Available,28
4314,Good,Rented,68
4315,Maintenance Required,Available,39
4316,Good,Available,42
4317,Maintenance Required,Available,44
4318,Good,Available,15
4319,Excellent,Rented,32
4320,Fair,Maintenance,75
4321,Good,Available,53
4322,Fair,Available,72
4323,Excellent,Available,9
4324,Excellent,Rented,21
4325,Excellent,Available,63
4326,Maintenance Required,Rented,51
4327,Good,Rented,51
4328,Fair,Rented,79
4329,Excellent,Available,23
4330,Maintenance Required,Available,21
4331,Fair,Available,75
4332,Good,Available,2
4333,Excellent,Available,63
4334,Fair,Available,77
4335,Maintenance Required,Available,29
4336,Fair,Available,28
4337,Good,Available,14
4338,Fair,Available,33
4339,Fair,Rented,58
4340,Excellent,Maintenance,58
4341,Excellent,Available,44
4342,Fair,Rented,7
4343,Maintenance Required,Maintenance,65
4344,Maintenance Required,Available,8
4345,Maintenance Required,Available,17
4346,Fair,Maintenance,20
4347,Excellent,Maintenance,38
4348,Good,Maintenance,46
4349,Good,Maintenance,65
4350,Good,Available,65
4351,Fair,Available,10
4352,Maintenance Required,Rented,36
4353,Maintenance Required,Available,64
4354,Excellent,Available,74
4355,Excellent,Rented,52
4356,Maintenance Required,Rented,46
4357,Good,Maintenance,45
4358,Good,Rented,22
4359,Fair,Available,14
4360,Excellent,Available,73
4361,Fair,Maintenance,73
4362,Fair,Available,34
4363,Fair,Rented,33
4364,Maintenance Required,Rented,62
4365,Good,Maintenance,10
4366,Maintenance Required,Available,69
4367,Excellent,Available,44
4368,Excellent,Available,75
4369,Fair,Rented,77
4370,Good,Available,57
4371,Fair,Maintenance,27
4372,Maintenance Required,Available,25
4373,Fair,Available,15
4374,Maintenance Required,Available,20
4375,Maintenance Required,Available,54
4376,Fair,Available,72
4377,Excellent,Maintenance,53
4378,Excellent,Rented,64
4379,Excellent,Available,18
4380,Good,Available,4
4381,Excellent,Available,71
4382,Excellent,Maintenance,21
4383,Maintenance Required,Rented,80
4384,Maintenance Required,Available,62
4385,Good,Available,57
4386,Maintenance Required,Available,26
4387,Fair,Maintenance,38
4388,Maintenance Required,Available,29
4389,Maintenance Required,Available,54
4390,Excellent,Maintenance,59
4391,Fair,Rented,1
4392,Maintenance Required,Available,42
4393,Maintenance Required,Rented,25
4394,Excellent,Available,62
4395,Maintenance Required,Rented,34
4396,Good,Available,26
4397,Fair,Maintenance,51
4398,Fair,Available,1
4399,Maintenance Required,Available,55
4400,Fair,Maintenance,7
4401,Maintenance Required,Maintenance,65
4402,Excellent,Available,16
4403,Good,Available,43
4404,Good,Rented,18
4405,Good,Available,54
4406,Maintenance Required,Maintenance,35
4407,Excellent,Maintenance,7
4408,Excellent,Available,42
4409,Excellent,Available,2
4410,Excellent,Available,50
4411,Maintenance Required,Available,78
4412,Excellent,Available,6
4413,Excellent,Available,75
4414,Good,Maintenance,58
4415,Fair,Available,65
4416,Maintenance Required,Available,51
4417,Maintenance Required,Available,40
4418,Maintenance Required,Maintenance,32
4419,Excellent,Maintenance,30
4420,Fair,Available,78
4421,Excellent,Maintenance,27
4422,Fair,Maintenance,68
4423,Maintenance Required,Available,49
4424,Good,Available,68
4425,Good,Available,14
4426,Fair,Available,45
4427,Fair,Available,70
4428,Excellent,Available,46
4429,Excellent,Available,12
4430,Fair,Available,46
4431,Fair,Available,74
4432,Fair,Available,74
4433,Fair,Maintenance,24
4434,Excellent,Available,58
4435,Good,Maintenance,18
4436,Maintenance Required,Rented,70
4437,Maintenance Required,Rented,60
4438,Maintenance Required,Available,5
4439,Fair,Available,68
4440,Fair,Available,26
4441,Maintenance Required,Maintenance,28
4442,Maintenance Required,Available,28
4443,Good,Available,38
4444,Excellent,Maintenance,68
4445,Maintenance Required,Available,26
4446,Good,Maintenance,21
4447,Excellent,Available,58
4448,Maintenance Required,Available,50
4449,Good,Available,66
4450,Excellent,Available,61
4451,Excellent,Maintenance,40
4452,Excellent,Available,42
4453,Excellent,Available,29
4454,Maintenance Required,Available,61
4455,Maintenance Required,Rented,44
4456,Maintenance Required,Rented,52
4457,Good,Maintenance,10
4458,Good,Available,71
4459,Excellent,Available,30
4460,Maintenance Required,Available,68
4461,Fair,Available,57
4462,Good,Available,46
4463,Good,Rented,2
4464,Maintenance Required,Rented,2
4465,Maintenance Required,Available,63
4466,Good,Available,77
4467,Maintenance Required,Available,77
4468,Fair,Available,49
4469,Excellent,Available,60
4470,Fair,Maintenance,52
4471,Maintenance Required,Available,54
4472,Excellent,Available,47
4473,Good,Rented,41
4474,Good,Available,46
4475,Fair,Available,57
4476,Good,Available,67
4477,Maintenance Required,Maintenance,18
4478,Excellent,Available,74
4479,Fair,Available,67
4480,Excellent,Available,14
4481,Maintenance Required,Available,56
4482,Fair,Available,30
4483,Maintenance Required,Rented,41
4484,Maintenance Required,Rented,37
4485,Fair,Available,5
4486,Excellent,Maintenance,53
4487,Good,Maintenance,70
4488,Excellent,Maintenance,27
4489,Fair,Rented,29
4490,Excellent,Available,42
4491,Fair,Maintenance,63
4492,Excellent,Available,55
4493,Fair,Rented,39
4494,Good,Available,26
4495,Good,Available,70
4496,Fair,Available,39
4497,Fair,Rented,36
4498,Fair,Available,7
4499,Fair,Rented,41
4500,Good,Rented,68
4501,Excellent,Available,25
4502,Fair,Available,22
4503,Excellent,Rented,60
4504,Maintenance Required,Available,15
4505,Maintenance Required,Maintenance,66
4506,Fair,Rented,60
4507,Good,Available,54
4508,Excellent,Available,61
4509,Fair,Available,72
4510,Maintenance Required,Available,61
4511,Excellent,Maintenance,53
4512,Excellent,Maintenance,25
4513,Good,Maintenance,20
4514,Excellent,Available,36
4515,Good,Maintenance,29
4516,Maintenance Required,Available,1
4517,Good,Maintenance,45
4518,Excellent,Maintenance,33
4519,Fair,Available,47
4520,Fair,Available,48
4521,Good,Available,70
4522,Good,Available,69
4523,Excellent,Available,34
4524,Fair,Rented,30
4525,Excellent,Available,29
4526,Good,Rented,21
4527,Good,Available,61
4528,Excellent,Available,39
4529,Maintenance Required,Available,58
4530,Excellent,Rented,57
4531,Maintenance Required,Available,65
4532,Good,Available,12
4533,Excellent,Maintenance,47
4534,Good,Maintenance,54
4535,Fair,Rented,53
4536,Good,Available,38
4537,Maintenance Required,Available,57
4538,Good,Available,68
4539,Good,Available,3
4540,Maintenance Required,Available,70
4541,Fair,Rented,67
4542,Good,Rented,60
4543,Excellent,Rented,27
4544,Good,Available,26
4545,Fair,Rented,71
4546,Excellent,Rented,6
4547,Maintenance Required,Available,21
4548,Excellent,Available,66
4549,Maintenance Required,Available,27
4550,Excellent,Maintenance,78
4551,Maintenance Required,Available,37
4552,Excellent,Available,74
4553,Good,Available,56
4554,Excellent,Available,29
4555,Excellent,Available,13
4556,Maintenance Required,Available,50
4557,Maintenance Required,Available,49
4558,Fair,Available,19
4559,Fair,Available,41
4560,Excellent,Maintenance,38
4561,Maintenance Required,Maintenance,43
4562,Good,Available,49
4563,Fair,Available,74
4564,Excellent,Maintenance,14
4565,Maintenance Required,Available,40
4566,Maintenance Required,Rented,5
4567,Excellent,Available,6
4568,Excellent,Available,50
4569,Excellent,Available,54
4570,Fair,Maintenance,57
4571,Good,Maintenance,43
4572,Excellent,Rented,80
4573,Fair,Available,18
4574,Excellent,Rented,10
4575,Maintenance Required,Maintenance,50
4576,Fair,Available,70
4577,Good,Available,61
4578,Maintenance Required,Available,10
4579,Good,Available,8
4580,Good,Maintenance,20
4581,Good,Available,74
4582,Fair,Available,35
4583,Excellent,Available,59
4584,Maintenance Required,Available,2
4585,Fair,Available,79
4586,Good,Available,22
4587,Excellent,Rented,45
4588,Maintenance Required,Available,56
4589,Fair,Available,33
4590,Good,Available,29
4591,Excellent,Available,64
4592,Fair,Available,59
4593,Excellent,Available,33
4594,Good,Available,73
4595,Good,Available,75
4596,Good,Maintenance,1
4597,Excellent,Available,71
4598,Excellent,Maintenance,24
4599,Fair,Available,76
4600,Maintenance Required,Rented,15
4601,Excellent,Available,71
4602,Maintenance Required,Maintenance,21
4603,Good,Available,56
4604,Fair,Available,6
4605,Good,Available,62
4606,Excellent,Available,36
4607,Fair,Available,77
4608,Good,Available,7
4609,Excellent,Available,47
4610,Fair,Maintenance,63
4611,Good,Available,51
4612,Good,Maintenance,72
4613,Fair,Available,37
4614,Maintenance Required,Rented,30
4615,Fair,Available,46
4616,Fair,Available,77
4617,Fair,Maintenance,72
4618,Good,Available,3
4619,Maintenance Required,Available,4
4620,Fair,Maintenance,13
4621,Good,Available,53
4622,Excellent,Maintenance,76
4623,Excellent,Available,41
4624,Fair,Maintenance,8
4625,Excellent,Available,64
4626,Excellent,Available,75
4627,Good,Available,16
4628,Maintenance Required,Available,60
4629,Excellent,Maintenance,14
4630,Maintenance Required,Available,7
4631,Fair,Rented,37
4632,Good,Maintenance,74
4633,Excellent,Rented,14
4634,Maintenance Required,Available,16
4635,Excellent,Available,2
4636,Fair,Rented,33
4637,Fair,Maintenance,68
4638,Fair,Rented,51
4639,Maintenance Required,Available,27
4640,Maintenance Required,Rented,36
4641,Excellent,Rented,49
4642,Good,Rented,18
4643,Excellent,Available,49
4644,Fair,Available,61
4645,Excellent,Maintenance,19
4646,Excellent,Available,14
4647,Good,Maintenance,56
4648,Fair,Available,20
4649,Fair,Available,69
4650,Good,Maintenance,40
4651,Fair,Available,32
4652,Excellent,Available,52
4653,Fair,Rented,51
4654,Fair,Available,57
4655,Maintenance Required,Maintenance,56
4656,Excellent,Available,38
4657,Maintenance Required,Available,13
4658,Maintenance Required,Maintenance,52
4659,Maintenance Required,Available,9
4660,Fair,Maintenance,20
4661,Good,Available,9
4662,Maintenance Required,Rented,32
4663,Good,Maintenance,35
4664,Good,Maintenance,66
4665,Excellent,Available,29
4666,Fair,Available,80
4667,Fair,Available,77
4668,Excellent,Maintenance,51
4669,Fair,Available,69
4670,Maintenance Required,Available,24
4671,Excellent,Available,38
4672,Fair,Maintenance,11
4673,Maintenance Required,Available,78
4674,Fair,Available,59
4675,Good,Rented,63
4676,Excellent,Available,60
4677,Excellent,Maintenance,76
4678,Maintenance Required,Maintenance,54
4679,Fair,Available,9
4680,Fair,Maintenance,50
4681,Maintenance Required,Available,62
4682,Maintenance Required,Available,79
4683,Good,Available,5
4684,Fair,Rented,3
4685,Maintenance Required,Maintenance,27
4686,Excellent,Available,75
4687,Excellent,Available,67
4688,Maintenance Required,Available,15
4689,Fair,Available,55
4690,Maintenance Required,Available,5
4691,Maintenance Required,Rented,14
4692,Maintenance Required,Maintenance,9
4693,Excellent,Rented,76
4694,Maintenance Required,Available,41
4695,Maintenance Required,Available,30
4696,Excellent,Available,40
4697,Fair,Maintenance,5
4698,Maintenance Required,Maintenance,43
4699,Maintenance Required,Available,54
4700,Maintenance Required,Available,19
4701,Good,Maintenance,62
4702,Good,Maintenance,9
4703,Good,Rented,16
4704,Fair,Available,72
4705,Excellent,Maintenance,34
4706,Excellent,Maintenance,52
4707,Excellent,Available,38
4708,Fair,Available,72
4709,Maintenance Required,Available,25
4710,Fair,Available,8
4711,Maintenance Required,Available,59
4712,Fair,Available,16
4713,Maintenance Required,Rented,73
4714,Maintenance Required,Available,3
4715,Fair,Available,56
4716,Excellent,Available,71
4717,Excellent,Available,40
4718,Fair,Available,8
4719,Fair,Rented,57
4720,Good,Available,6
4721,Excellent,Rented,16
4722,Excellent,Rented,40
4723,Maintenance Required,Available,78
4724,Maintenance Required,Maintenance,75
4725,Good,Maintenance,21
4726,Fair,Available,65
4727,Maintenance Required,Available,20
4728,Fair,Maintenance,35
4729,Good,Available,63
4730,Maintenance Required,Available,15
4731,Maintenance Required,Available,53
4732,Maintenance Required,Available,36
4733,Maintenance Required,Maintenance,66
4734,Maintenance Required,Available,32
4735,Fair,Available,8
4736,Good,Available,76
4737,Excellent,Rented,76
4738,Maintenance Required,Available,64
4739,Fair,Available,72
4740,Excellent,Available,52
4741,Fair,Available,61
4742,Fair,Available,3
4743,Fair,Rented,21
4744,Excellent,Available,8
4745,Good,Available,16
4746,Maintenance Required,Rented,53
4747,Fair,Available,60
4748,Excellent,Rented,62
4749,Good,Rented,15
4750,Maintenance Required,Available,74
4751,Maintenance Required,Available,57
4752,Excellent,Rented,42
4753,Good,Rented,38
4754,Excellent,Available,21
4755,Excellent,Rented,27
4756,Maintenance Required,Rented,53
4757,Good,Rented,18
4758,Good,Available,5
4759,Good,Available,40
4760,Good,Maintenance,51
4761,Fair,Maintenance,9
4762,Maintenance Required,Available,40
4763,Good,Available,62
4764,Excellent,Available,54
4765,Maintenance Required,Maintenance,50
4766,Excellent,Available,21
4767,Excellent,Rented,56
4768,Fair,Available,14
4769,Good,Rented,5
4770,Good,Available,9
4771,Maintenance Required,Available,4
4772,Good,Available,12
4773,Maintenance Required,Rented,8
4774,Maintenance Required,Rented,57
4775,Fair,Available,42
4776,Good,Available,42
4777,Good,Available,36
4778,Fair,Available,53
4779,Good,Available,43
4780,Maintenance Required,Available,65
4781,Excellent,Available,60
4782,Excellent,Available,71
4783,Excellent,Available,67
4784,Good,Available,58
4785,Good,Rented,15
4786,Maintenance Required,Available,57
4787,Fair,Available,46
4788,Maintenance Required,Available,18
4789,Excellent,Available,41
4790,Excellent,Available,57
4791,Maintenance Required,Available,47
4792,Good,Maintenance,47
4793,Excellent,Maintenance,48
4794,Maintenance Required,Available,52
4795,Excellent,Available,38
4796,Fair,Maintenance,25
4797,Maintenance Required,Available,75
4798,Maintenance Required,Maintenance,41
4799,Maintenance Required,Available,20
4800,Maintenance Required,Available,41
4801,Maintenance Required,Available,5
4802,Fair,Available,43
4803,Excellent,Rented,47
4804,Maintenance Required,Available,76
4805,Good,Rented,10
4806,Fair,Maintenance,67
4807,Good,Available,43
4808,Maintenance Required,Available,23
4809,Fair,Available,35
4810,Excellent,Available,68
4811,Maintenance Required,Rented,80
4812,Excellent,Available,21
4813,Maintenance Required,Available,35
4814,Fair,Rented,51
4815,Fair,Available,10
4816,Fair,Available,56
4817,Good,Available,20
4818,Maintenance Required,Available,34
4819,Excellent,Available,66
4820,Fair,Maintenance,14
4821,Good,Maintenance,14
4822,Excellent,Maintenance,57
4823,Fair,Available,72
4824,Fair,Available,72
4825,Fair,Maintenance,58
4826,Good,Rented,16
4827,Excellent,Rented,66
4828,Good,Available,77
4829,Excellent,Available,2
4830,Excellent,Available,66
4831,Excellent,Maintenance,66
4832,Fair,Available,16
4833,Good,Available,25
4834,Fair,Available,4
4835,Excellent,Available,71
4836,Maintenance Required,Available,44
4837,Maintenance Required,Maintenance,44
4838,Excellent,Available,76
4839,Good,Available,14
4840,Maintenance Required,Rented,13
4841,Fair,Rented,73
4842,Good,Available,3
4843,Fair,Rented,21
4844,Maintenance Required,Available,58
4845,Excellent,Available,19
4846,Good,Rented,45
4847,Excellent,Rented,21
4848,Fair,Maintenance,35
4849,Excellent,Available,42
4850,Excellent,Maintenance,50
4851,Excellent,Available,20
4852,Excellent,Available,29
4853,Fair,Rented,56
4854,Maintenance Required,Available,46
4855,Maintenance Required,Available,54
4856,Excellent,Available,63
4857,Fair,Maintenance,3
4858,Fair,Available,80
4859,Good,Maintenance,39
4860,Maintenance Required,Available,73
4861,Maintenance Required,Available,13
4862,Excellent,Maintenance,46
4863,Good,Maintenance,50
4864,Good,Available,42
4865,Good,Available,17
4866,Good,Available,61
4867,Maintenance Required,Rented,71
4868,Excellent,Available,33
4869,Excellent,Available,53
4870,Fair,Available,73
4871,Fair,Available,63
4872,Maintenance Required,Available,70
4873,Excellent,Available,65
4874,Good,Maintenance,65
4875,Fair,Available,32
4876,Good,Available,67
4877,Fair,Available,35
4878,Fair,Maintenance,61
4879,Excellent,Maintenance,70
4880,Excellent,Rented,23
4881,Maintenance Required,Available,79
4882,Good,Available,49
4883,Maintenance Required,Available,48
4884,Maintenance Required,Available,59
4885,Good,Rented,18
4886,Good,Available,69
4887,Maintenance Required,Available,23
4888,Fair,Available,30
4889,Good,Maintenance,69
4890,Fair,Available,78
4891,Excellent,Available,61
4892,Excellent,Available,18
4893,Maintenance Required,Available,59
4894,Maintenance Required,Available,4
4895,Fair,Available,73
4896,Good,Rented,3
4897,Fair,Available,74
4898,Good,Available,59
4899,Fair,Available,28
4900,Good,Maintenance,37
4901,Excellent,Available,10
4902,Good,Available,24
4903,Maintenance Required,Rented,68
4904,Excellent,Rented,60
4905,Maintenance Required,Available,55
4906,Maintenance Required,Available,61
4907,Excellent,Available,7
4908,Fair,Available,8
4909,Good,Maintenance,71
4910,Good,Rented,33
4911,Good,Rented,72
4912,Excellent,Maintenance,3
4913,Maintenance Required,Rented,58
4914,Fair,Available,80
4915,Fair,Available,25
4916,Fair,Available,18
4917,Good,Maintenance,76
4918,Good,Available,17
4919,Fair,Rented,17
4920,Maintenance Required,Available,62
4921,Maintenance Required,Available,59
4922,Maintenance Required,Available,47
4923,Good,Available,7
4924,Fair,Available,67
4925,Excellent,Available,12
4926,Fair,Rented,68
4927,Good,Rented,5
4928,Good,Maintenance,25
4929,Maintenance Required,Maintenance,51
4930,Fair,Available,65
4931,Fair,Rented,3
4932,Good,Available,43
4933,Fair,Rented,65
4934,Excellent,Rented,61
4935,Good,Maintenance,74
4936,Fair,Available,23
4937,Excellent,Available,17
4938,Fair,Rented,41
4939,Maintenance Required,Rented,11
4940,Fair,Rented,76
4941,Maintenance Required,Maintenance,57
4942,Maintenance Required,Available,9
4943,Excellent,Available,54
4944,Fair,Maintenance,74
4945,Fair,Maintenance,38
4946,Excellent,Available,18
4947,Fair,Rented,72
4948,Good,Available,23
4949,Excellent,Maintenance,7
4950,Maintenance Required,Available,36
4951,Maintenance Required,Maintenance,64
4952,Good,Rented,55
4953,Maintenance Required,Available,26
4954,Maintenance Required,Rented,38
4955,Excellent,Rented,73
4956,Good,Available,71
4957,Excellent,Maintenance,3
4958,Excellent,Available,16
4959,Fair,Available,13
4960,Maintenance Required,Rented,65
4961,Excellent,Rented,77
4962,Fair,Available,24
4963,Maintenance Required,Available,42
4964,Fair,Available,76
4965,Excellent,Maintenance,33
4966,Maintenance Required,Available,51
4967,Excellent,Available,2
4968,Fair,Maintenance,34
4969,Good,Available,62
4970,Good,Rented,21
4971,Maintenance Required,Rented,38
4972,Good,Maintenance,45
4973,Good,Available,39
4974,Excellent,Rented,45
4975,Maintenance Required,Available,16
4976,Excellent,Available,43
4977,Fair,Available,28
4978,Fair,Available,31
4979,Maintenance Required,Available,56
4980,Maintenance Required,Rented,58
4981,Good,Available,57
4982,Maintenance Required,Available,17
4983,Maintenance Required,Available,69
4984,Good,Available,7
4985,Fair,Maintenance,2
4986,Excellent,Available,57
4987,Maintenance Required,Rented,1
4988,Good,Maintenance,10
4989,Maintenance Required,Available,4
4990,Excellent,Rented,74
4991,Maintenance Required,Rented,34
4992,Maintenance Required,Available,53
4993,Good,Available,61
4994,Excellent,Available,59
4995,Good,Available,38
4996,Maintenance Required,Maintenance,50
4997,Excellent,Available,32
4998,Fair,Available,20
4999,Fair,Available,50
5000,Fair,Maintenance,47
5001,Maintenance Required,Rented,58
5002,Fair,Available,27
5003,Excellent,Available,61
5004,Good,Maintenance,64
5005,Fair,Rented,29
5006,Fair,Rented,50
5007,Good,Rented,10
5008,Fair,Maintenance,12
5009,Good,Rented,78
5010,Excellent,Maintenance,31
5011,Good,Rented,51
5012,Maintenance Required,Available,43
5013,Good,Maintenance,33
5014,Fair,Available,5
5015,Fair,Rented,78
5016,Good,Available,52
5017,Maintenance Required,Available,8
5018,Good,Available,50
5019,Fair,Available,7
5020,Fair,Available,50
5021,Maintenance Required,Available,58
5022,Excellent,Available,39
5023,Fair,Available,27
5024,Good,Maintenance,61
5025,Fair,Available,54
5026,Good,Maintenance,62
5027,Maintenance Required,Rented,41
5028,Maintenance Required,Available,59
5029,Fair,Available,43
5030,Excellent,Rented,67
5031,Good,Maintenance,12
5032,Maintenance Required,Maintenance,78
5033,Excellent,Available,77
5034,Good,Rented,38
5035,Excellent,Available,2
5036,Good,Available,74
5037,Good,Available,14
5038,Good,Rented,51
5039,Maintenance Required,Available,34
5040,Excellent,Available,21
5041,Fair,Available,56
5042,Maintenance Required,Rented,47
5043,Good,Maintenance,11
5044,Fair,Available,9
5045,Excellent,Maintenance,48
5046,Maintenance Required,Available,46
5047,Maintenance Required,Available,61
5048,Good,Available,44
5049,Fair,Available,29
5050,Fair,Maintenance,17
5051,Excellent,Rented,63
5052,Excellent,Available,25
5053,Good,Maintenance,19
5054,Good,Available,29
5055,Maintenance Required,Maintenance,19
5056,Maintenance Required,Available,79
5057,Good,Available,48
5058,Maintenance Required,Available,77
5059,Good,Rented,63
5060,Fair,Rented,68
5061,Maintenance Required,Available,35
5062,Fair,Available,47
5063,Good,Maintenance,59
5064,Excellent,Available,32
5065,Fair,Available,16
5066,Excellent,Maintenance,68
5067,Fair,Rented,62
5068,Fair,Available,40
5069,Excellent,Available,44
5070,Excellent,Available,41
5071,Maintenance Required,Rented,1
5072,Maintenance Required,Available,77
5073,Maintenance Required,Rented,33
5074,Good,Rented,11
5075,Maintenance Required,Rented,69
5076,Maintenance Required,Available,25
5077,Fair,Available,50
5078,Good,Available,29
5079,Maintenance Required,Available,57
5080,Maintenance Required,Available,74
5081,Maintenance Required,Maintenance,26
5082,Good,Rented,19
5083,Excellent,Maintenance,22
5084,Fair,Available,10
5085,Good,Rented,24
5086,Good,Maintenance,38
5087,Good,Available,64
5088,Excellent,Available,41
5089,Excellent,Maintenance,22
5090,Excellent,Available,38
5091,Fair,Rented,1
5092,Maintenance Required,Available,17
5093,Maintenance Required,Maintenance,80
5094,Good,Maintenance,55
5095,Fair,Available,10
5096,Maintenance Required,Rented,76
5097,Maintenance Required,Rented,31
5098,Fair,Maintenance,3
5099,Excellent,Rented,15
5100,Maintenance Required,Available,39
5101,Maintenance Required,Available,50
5102,Maintenance Required,Maintenance,27
5103,Fair,Maintenance,68
5104,Fair,Maintenance,58
5105,Fair,Available,77
5106,Excellent,Available,58
5107,Fair,Available,15
5108,Maintenance Required,Available,34
5109,Good,Maintenance,56
5110,Good,Available,41
5111,Fair,Rented,62
5112,Maintenance Required,Available,62
5113,Maintenance Required,Available,31
5114,Good,Available,11
5115,Fair,Maintenance,65
5116,Maintenance Required,Available,59
5117,Excellent,Maintenance,50
5118,Maintenance Required,Available,11
5119,Maintenance Required,Maintenance,48
5120,Good,Available,69
5121,Excellent,Available,24
5122,Fair,Maintenance,8
5123,Fair,Available,2
5124,Excellent,Rented,45
5125,Maintenance Required,Available,30
5126,Fair,Available,71
5127,Fair,Maintenance,5
5128,Good,Available,9
5129,Good,Available,39
5130,Good,Rented,53
5131,Good,Available,14
5132,Good,Available,79
5133,Maintenance Required,Available,8
5134,Good,Available,31
5135,Fair,Maintenance,25
5136,Fair,Maintenance,61
5137,Excellent,Maintenance,70
5138,Good,Maintenance,51
5139,Excellent,Maintenance,24
5140,Excellent,Maintenance,52
5141,Maintenance Required,Available,63
5142,Good,Rented,61
5143,Maintenance Required,Rented,25
5144,Excellent,Maintenance,32
5145,Maintenance Required,Available,61
5146,Good,Rented,75
5147,Maintenance Required,Available,50
5148,Maintenance Required,Maintenance,73
5149,Fair,Available,64
5150,Excellent,Available,2
5151,Fair,Available,36
5152,Good,Maintenance,57
5153,Good,Maintenance,52
5154,Excellent,Available,4
5155,Good,Available,57
5156,Maintenance Required,Available,19
5157,Maintenance Required,Maintenance,19
5158,Fair,Available,21
5159,Good,Available,50
5160,Fair,Available,43
5161,Maintenance Required,Rented,45
5162,Excellent,Rented,16
5163,Fair,Available,57
5164,Maintenance Required,Available,75
5165,Fair,Maintenance,36
5166,Maintenance Required,Available,12
5167,Fair,Available,65
5168,Fair,Available,64
